id	title_en	keywords_en	authors	date	langue	translated
5827	Les principaux enseignements du 1<sup>er</sup> tour de l’élection présidentielle de 2007 en cartes		Leroy Stéphane	2007-04-30	fr	0
5554	The use of distributed artificial intelligence techniques to investigate the roles of Cartesians and stochasts in cooperative problem solving	distributed artificial intelligence,simulation,agents	Jeffrey Paul	1997-03-26	en	1
5556	Une remarque sur la permanence des systèmes spatialisés 		Franc Alain	1997-04-10	fr	0
5574	Street Trade and Mobility Services : the Crossroads in Mexico City	ambulantism,urban mobility,metropolization,informal trade,street vending,crossroad,traffic,services to travellers,Mexico City	Monnet Jérôme,Giglia Angela,Capron Guénola	2007-04-06	fr	1
17762	Automobile dependency, tension in the mobilities and households strategie	activity pattern,automobile dependency,automobile speed,travel-time budget,urban sprawl,“rational locator”.	Genre-Grandpierre Cyrille,Josselin Didier	2008-04-23	fr	1
5591	Ambulantaje in images: A history of street commerce representations in Mexico City (XVIIIth- XXth centuries)	ambulantism,history,metropolization,Mexico City,public space,representation,street commerce	Alba Martha De,Exbalin Arnaud,Rodríguez Georgina	2007-04-19	es	1
6281	‘On the Front Page’ – and Behind the Front Page, Quality! And New Releases		Kosmopoulos Christine,Pumain Denise	2007-06-04	en	1
5607	The Spatial Influence of the Tunisian Cities through the diffusion of innovative multiplant firms	companies network,influence,proximity,spatial diffusion,spatial dynamic,Tunisia,urban hierarchy,urban system	Belhedi Amor	2007-04-16	fr	1
5615	Impact of migration, natural population change and age composition on the redistribution of the population in Sweeden 1970 - 1996 	population redistribution,Sweden,concentration,dispersion,migration,natural population change,age composition	Håkansson Johan	2000-02-29	en	1
5626	Modeling the commuting trips in peri-urban environment : the case of the region of Lyon		Schéou Bernard	1998-05-26	fr	1
6302	Crédits			2007-05-31	fr	0
6351	Credits			2007-05-31	en	1
6407	Atlas of South India - 1991	atlas,India,demography	Oliveau Sébastien	2005-03-26	en	1
6498	A geographical knowledge organised around four poles	academic geography,applied geography,general public geography,school geography	Chevalier Jean-Pierre	1997-04-08	fr	1
6547	Remote sensing, digitalisation and scale change in the study of natural and urban environment	remote sensing	Callot Yann,Drouot Jean-Louis	2000-04-25	fr	1
6561	Research in rural areas decollectivization in PECO	remote sensing	Sivignon Michel,Gilg Jean-Paul	2000-05-05	fr	1
5633	The Eurovision song contest and the cultural frontiers in Europe	cultural geography,Europe,European Union,frontier,minorities	Venon Fabien	2007-01-23	fr	1
5639	Revue des sommaires/Journal Reviews			2007-04-24	fr	0
15973	Which "prospect" between Moscow and St Petersburg? A study about a road	planning of the land,transportation,cartography,Russia	Issaev Dimitri	2008-02-12	fr	1
5641	Redécoupage des limites régionales, ou coopération interrégionale ? Le cas de la Bretagne		Guigou Jean-Louis	2007-04-18	fr	0
6022	French Election, 2007		Colange Céline	2007-05-15	fr	1
6225	The impact of gated Communities on property values: evidence of changes in real estate markets -Los Angeles, 1980-2000	gated communities,housing prices,property values,real-estate market,urban development	Le Goix Renaud	2007-05-16	en	1
6288	Sous la page, la qualité ! et les nouveautés…		Pumain Denise,Kosmopoulos Christine	2007-05-31	fr	0
7184	Cybergeo's audience		Pumain Denise	1999-05-12	en	1
7191	Reinvent Geodiversity		Pumain Denise	1999-12-12	en	1
7198	Printemps de la modélisation		Pumain Denise	2000-03-12	fr	0
7205	Marche forcée vers le marché		Pumain Denise	2000-10-12	fr	0
7212	Research and Transmission		Pumain Denise	2001-01-12	en	1
7219	Science and patience		Pumain Denise	2001-06-12	en	1
7472	Modelling in Geography		Pumain Denise	2000-03-12	en	1
7482	In the Middle of the World: the Center and its Networks		Pumain Denise	2001-10-12	en	1
7492	Criminality in Maputo, Mozambique : origin, spatial distribution and repercussions	Mozambique,Maputo,criminality,feeling of insecurity,socio-residential organisation,public police force,private security company,self-defence,community police	Folio Fabrice	2007-07-02	fr	1
7722	Spatial characterization of flood hazard using SAR images	flood hazard,spatial characterization,RADAR remote sensing,digital elevation model (DEM),data matching,hydraulic coherence	Hostache Renaud,Puech Christian,Raclot Damien	2007-07-06	fr	1
7872	Retail Market Analysis within the Quebec Metropolitan Area: a Methodological Approach Combining Travel Survey with GIS	GIS,market area,retail,spatial analysis,travel behaviour,competition among shopping facilities,Quebec	Biba Gjin,Thériault Marius,Des Rosiers François	2007-07-09	fr	1
8002	Détermination d’une ligne de rivage de grande taille à l’aide de la multi résolution hiérarchique sur une image RSO	radar image,coastline,multiresolution,edge detection,mathematical morphology	Akono Alain,Tonyé Emmanuel,Passo Marie-Madeleine Djougo,Tankam Narcisse Talla,Dzepa Charly	2007-07-11	fr	0
8142	Lieu de résidence réel et lieu de résidence idéal : une approche fondée sur la théorie de la décision	residential choice,decision,subjective expected utility,evaluation,social groups	Meyer Anne-Marie	2007-07-11	fr	0
8212	Descriptors generation from very high spatial resolution satellite images	descriptors,eliciting,high resolution images,morphological segmentation	Lopez-Ornelas Erick,Sèdes Florence	2007-07-11	fr	1
8322	Urban Ontologies for an improved communication in urban civil engineering projects	modelling,ontology design,urban planning,interoperability,information system,XML	Teller Jacques,Keita Abdel Kader,Roussey Catherine,Laurini Robert	2007-07-11	en	1
8462	Detecting Clusters in Spatially Repetitive Point Event Data Sets	Geo-ProZone analysis,point event data,robust normalisation,spatial clustering,spatial repetition	Brimicombe Allan	2007-07-11	en	1
12581	Developing countries rural houses automatic extraction from Very High spatial Resolution (VHR) remote sensing data	housing,rural area,VHR images,spatial approach	Devaux Nicolas,Fotsing Jean-Marie,Chéry Jean-Pierre	2007-07-12	fr	1
8692	Analyse géographique et modélisation des dynamiques d’urbanisation à La Réunion	geographical field,Réunion island,spatial model,urban dynamics	Thinon Pascal,Martignac Cécile,Metzger Pascale,Cheylan Jean-Paul	2007-07-16	fr	0
8812	Service de capitalisation et diffusion de connaissances		Baron Vincent,Griset Hélène	2007-07-16	fr	0
8902	Fractal Analysis of the Urbanization at the Outskirts of the City: Models, Measurement and Explanation	fractal dimension,urbanization,outskirts,Thessaloniki	Lagarias Apostolos	2007-07-16	en	1
8962	Artificial intelligence and collective agents: the EUROSIM model	citie,Europe,multi-agent system,collective agents,multiscalar analysis	Sanders Lena,Favaro Jean-Marc,Mathian Hélène,Pumain Denise,Glisse Benoît	2007-07-16	fr	1
9052	Towards an individual-based approach to modelise and simulate spatial patterns of a communicable disease : the plague in Madagascar	pathogenic system,complex,plague,Madagascar,multi-agent modelling	Badariotti Dominique,Banos Arnaud,Laperrière Vincent	2007-07-16	fr	1
9262	Use of topological functions of landscape for cost-distance computation	cost distance,edge,habitat,resistance,spread,water vole	Foltête Jean-Christophe,Berthier Karine,Cosson Jean-François	2007-07-18	fr	1
9272	Deployment of interactive atlases on Internet : new avenues with Scalable Vector Graphics, C# and ASP.Net	atlas,geovizalisation,interactive cartography,SVG,web cartography,web-map	Apparicio Philippe,Petkevitch Valera	2006-06-26	fr	1
22341	On the recuperation of postindustrial sites: an aesthetic analysis 	restoration,transformation,renovation,postindustrialsites,environmental aesthetics	Maskit Jonathan	2009-12-17	en	1
22347	The emergence of metropolitan policies in Marseilles: between conflict and learning	Marseilles,urban planning,metropolitan project	Douay Nicolas	2009-05-25	fr	1
11203	Cross-product statistics for exploratory analysis of spatial dependence	cross-product statistics,decision making assistance,exploratory spatial analysis,hot-spot analysis,local indicators of spatial autocorrelation,Mantel test,spatial autoregression,spatial dependency,spatio-temporal interactions	Zaninetti Jean-Marc	2007-08-22	fr	1
11373	Point-to-point on-demand transport in rural areas. A route optimisation method	Demand Responsive Transport,Dial a Ride,DRT,operations research,pickup and delivery,vehicle routing	Garaix Thierry,Josselin Didier,Feillet Dominique,Artigues Christian,Castex Élodie	2007-07-20	fr	1
9942	The Semantics of the Web		Pumain Denise	2007-09-10	en	1
9952	Some explanations about Michel Butor’s relashionship with geography. Discussion with Michel Butor		Gobenceaux Nathanaël	2007-09-12	fr	1
10182	Residential segregation in the largest French cities (1968-1999): in search of an urban model	France,gentrification,model,residential segregation,social geography,urban space	Schwabe Markus	2007-09-19	fr	1
24601	Residential segregation in the largest French cities (1968-1999): in search of an urban model	urban space,social geography,model,residential segregation,gentrification,France	Schwabe Markus,Verdier Angéla	2011-10-22	en	1
9992	Amilhat-Szary A-L, Fourny M.-C. (dir.), 2006, Après les frontières, avec la frontière, Nouvelles dynamiques transfrontalières en Europe, Editions de l’Aube, La Tour d’Aigues, 170 p.		Buxeda Cécile	2007-09-12	fr	0
11133	The storm that rocks the boat: the systemic impact of gated communities on urban sustainability	urban sustainability,sustainable development,gated communities,impact assessment,systemic approach,systems thinking	Landman Karina	2007-09-19	En	0
10993	Conceiving a graph-based non-stationary cellular automata to model the urban spatial structure: the Remus model	cellular automata,graph,modelling,neighbourhoo,network,urban	Badariotti Dominique,Banos Arnaud,Moreno Diego	2007-10-03	fr	1
10913	Questioning sustainable development	environment,equitability,planning,resource,scales of action,territorial policies	Mancebo François	2007-10-09	fr	1
15633	Valeurs géographiques, valeurs de la géographie		Pumain Denise	2007-12-20	fr	0
10461	Underpinning and approach for a cognitive modeling of wayfinding Computing real and perceived displacement difficulties for disabled people in public buildings	geographical information system,spatial perception,orientation,mental map,affordances,wayfinding	Michon Pierre-Emmanuel,Duguay David,Edwards Geoffrey	2007-10-01	fr	1
12003	Mattei, M.F., Pumain, D., (2007) <em>Données Urbaines, n°5</em>, Economica, Anthropos, coll. Villes, 381 p.		Oliveau Sébastien	2007-10-30	fr	0
12053	Touchart L. (dir.), 2007, <em>Géographie de l’étang. Des théories globales aux pratiques locales</em>, Paris, L’Harmattan, 228 p.		Hugonie Gérard	2007-10-30	fr	0
10451	The enforcement of the “natural sites” feature in the french Pyrenees: historical overview and survey of present stakes	hydroelectricity,landscape protection,mountain,nature conservation features,Pyrenees,tourism	Milian Johan	2007-09-28	fr	1
11933	A Linguistic Invader: Anglo-Saxon		Durand-Dastès François	2007-10-11	fr	1
12013	Ovenden M., 2004, <em>Metro maps of the world</em>. London. Capital Transport Publishing.136 p.		Charpentier Angèle	2005-09-27	fr	0
12023	Saint-Julien Th., Sillère G. (coord.), 2007, <em>Le CD Atlas de France</em>, Paris, La documentation française		Hugonie Gérard	2007-10-30	fr	0
11113	Russia and Europe: the economic integration is still to come?	coefficient of bilateral trade,economic geography,Europe,European Union,regionalisation,regression,Russia,spatial interaction model,trade	Richard Yann,Zanin Christine Tobelem	2007-10-02		1
11882	Modeling urban sprawl on the island La Réunion : contribution of the Metronamica® cellular automata for territorial prospect	cellular automata,urban sprawl,regional planning,decision-making aid	Lajoie Gilles,Hagen-Zanker Alex	2007-10-18	fr	1
12443	Broad-scale atmospheric patterns and sea-surge variations in the Golfe du Lion	sea surge,atmospheric pressure,weather regimes,Golfe du Lion.	Ullmann Albin,Moron Vincent	2007-11-05	Fr	1
12283	So long Frank Lloyd Wright? The Promises of Usonian Habitation	architecture,habitation,liberalism,suburbanity,territoriality	Brennetot Arnaud	2007-11-05	fr	1
12556	Use of remote sensing for the study of semi-intensive aquaculture development : the case of Huelva seaside, Andalusia	aquaculture,Fr,HRV (sensor),landscape,satellite imagery,Spain (Atlantic coast of),SPOT (satellite)	Thomas Yves-F.,Brouchoud Hélène,Menanteau Loïc	2000-05-05	fr	1
12643	Macias Marie-Carmen, 2006, <em>Le commerce au Mexique à l’heure de la libéralisation économique</em>, Paris : L’Harmattan, coll. Recherches Amériques Latines, 193 p.		Monnet Jérôme	2007-11-27		0
12803	Spatio-temporal exploration of SARS epidemic	animated cartography,geovisualization,GIS,SARS,spatio-temporal information	Banos Arnaud,Lacasa Javier	2007-11-27	en	1
13033	The Role of Reconnaissance in the Shaping of geographical knowledge (Connaissance).Some general Insights and a case Study : Antarctica	Antarctica,epistemology,geographical knowledge,reconnaissance,world’s exploration	Arrault Jean-Baptiste	2007-11-28	fr	1
13863	Metropolisation and territory recomposition of the North-East of Tunisia	competitive space,emerging metropolity,North East of Tunisia,territory recomposition,Tunis,zone of metropolitan solidarity	Dlala Habib	2007-12-03	fr	1
14173	The Race of Particle Accelerators to the High Energies and the Log Periodicity	complexity,fractals,log periodicity law,particle accelerator,tree of live	Brissaud Ivan,Baron Eric	2007-12-11	fr	1
15463	Citation, Citation, Citation : Bibliometrics, the web and the Social Sciences and Humanities	bibliometrics,research assessment,scientific publication,web,Scopus,Google Scholar,Web of Science,social sciences and humanities	Kosmopoulos Christine,Pumain Denise	2007-12-17	en	1
21253	Museums, an effective way for urban regeneration? Examples of Mons (Belgium), Essen (Germany) and Manchester (United Kingdom)	museum,culture,urban regeneration,old manufacturing region	Lusso Bruno	2009-01-05	fr	1
16103	Simulating the dynamic hydrological potential of a catchment and evaluating its structural efficiency	morphometric indexe,catchment,shape,network,cellular automata,structural efficiency	Douvinet Johnny,Delahaye Daniel,Langlois Patrice	2008-02-15	fr	1
16283	Is there a link between fractal dimension and residential environment at a regional level?	fractal dimension,built-up patterns,socio-economic indicators,landscape quality,Wallonia,Belgium	Thomas Isabelle,Tannier Cécile,Frankhauser Pierre	2008-02-25	en	1
16193	François Etienne, Schulze Hagen (dir.), 2007, <em>Mémoires allemandes</em>, Paris, Gallimard, 800 p.		Laporte Antoine	2008-02-25	fr	0
16732	Comment organiser la recherche en France ?	France,research	Gaudin Jean-Pierre	2008-03-05	fr	0
16443	Segregation Analyzer: a C#.Net application for calculating residential segregation indices	indices of segregation,residential segregation,urban segregation,C#.Net,GIS	Apparicio Philippe,Petkevitch Valera,Charron Mathieu	2008-02-26	en	1
16793	Typologie socio-électorale des principales villes françaises à la veille des élections municipales 2008	elections,France	Colange Céline	2008-03-11	fr	0
16823	Arrangement, format, posture : a methodic analysis of geographical iconography	arrangement,classify pictures,epistemology,format,iconography,iconographic system,illustration,imagery,picture,posture	Mendibil Didier	2008-03-12	fr	1
17033	Typologie socio-électorale des principales villes françaises : de la veille au lendemain des élections municipales 2008		Colange Céline	2008-03-20	Fr	0
17203	The Amazonian park of French Guiana: an example of the difficult compromise between nature protection and development	national park,nature protection/conservation,development,sustainable development,territorial planning,territorial conflict,cartography,French Guiana	Demaze Moïse Tsayem	2008-03-27	fr	1
17332	World typology of city-port relationships	centrality,intermediacy,nodality,port city,regionalisation,world	Ducruet César	2008-03-27	fr	1
17502	Are video games means to understand geography?	appropriation,interactivity,modelling,pedagogy,representation,research,simulation,video-game,virtual space	Ter Minassian Hovig,Rufat Samuel	2008-03-27	fr	1
18342	The monumental station of Canfranc. Rise and fall of a railway heritage of the Aragonese mountain (Spain)	Aragon,Aspe valley,brownfield,Canfranc,industrial landscape,Pyrenees,rail architecture,rail heritage,railway,railway station,reallocation	Desmichel Pascal	2008-05-14	fr	1
18582	Une utilisation inattendue des outils de télédétection disponibles sur internet : l’identification des sujets de deux aquarelles du peintre William Turner.		Courtot Roland	2008-05-07	Fr	0
18592	Recognition of Urban Areas in Morocco by Thermal Infrared Remote Sensing	Thermal remote sensing,built density,socio spatial segregations,metropolization,Morocco	Gadal Sébastien	2008-05-15	fr	1
18682	Reclus R, 2007, <em>Les Etats-Unis et la guerre de Sécession</em>, Articles publiés dans la Revue des Deux Mondes, édité par Soizic Alavoine-Muller, Paris, CTHS, 330 p.		Wastable Marielle	2008-05-27	fr	0
18703	Mai 68 a-t-il changé la géographie ?		Pumain Denise	2008-05-27	fr	0
18862	Presence of car advertising in the Belgian written press: Analysis of the dailies La Libre Belgique and Le Soir and the weeklies Trends-Tendances and Le Vif-L’Express	advertising,cars,CO2,global warming,written press	Ozer Pierre	2008-06-02	fr	1
18852	The wet coastal zone of Réghaia in the East littoral of Algiers (Algeria): Methodological contribution to its plan of management	coastal management,natural reserve,collective project of territory,sustainable development,participative step,analyze of durability,Algiers coastal Zone,plan of management	Larid Mohamed	2008-07-02	fr	1
19323	Contractual Forest Management in the Betsileo and Tanala Regions of Madagascar: The biased effects of a universal model	actors,environmental policies,forestry corridor,Madagascar,map,rules,territory,Transferring the Management of Renewable Natural Resources (TGRNR)	Blanc-Pamard Chantal,Ramiarantsoa Hervé Rakoto	2008-07-04	fr	1
19063	International mobility by French higher education graduates on entering the labour market: is it worth it once they return home?	econometry,higher education,international migration,labor market	Perret Cathy	2008-06-30		1
19103	Subra Ph., 2007, <em>Géopolitique de l’aménagement du territoire</em>, Paris, Armand Colin, 327 p.		Thomas Isabelle	2008-07-01		0
19113	Did May '68 change geography?		Pumain Denise	2008-07-01	en	1
19123	Landscape metrics extraction and quantitative analysis of “ordinary valleys”: Example of Seulles valley (Calvados, France)	land cover,landscape metric,remote sensing,spatial analysis.,valley	Germaine Marie-Anne,Puissant Anne	2008-06-30	fr	1
19423	Henk A.M.J. Ten Have, (dir), 2007, <em>Éthiques de l’environnement et politique internationale</em>, collection éthiques, Éditions UNESCO, 247 p.		Blanc Nathalie	2008-07-04		0
20083	Gaudin J-P. , 2007, <em>La démocratie participative</em>, Paris, Armand Colin, collection « 128 », 125 p.		Fleury Antoine	2008-09-18	fr	0
20103	Georgia on my mind .....		Elissalde Bernard	2008-09-22	Fr	0
19683	Measuring urbanization in United States, from the first trading post to the Metropolitan Areas (1790-2000)	urban delineations,cities and towns,agglomerations,metropolitan areas,space-time referential,data base model,SIG,19th and 20th urbanization,urban growth,urban concentration,United States	Bretagnolle Anne,Giraud Timothée,Mathian Hélène	2008-07-10	fr	1
19763	Krichewsky L. et al. (dir.), 2007, <em>Guide de l’étudiant ERASMUS européen en sciences sociales</em>, Paris, Belin, 336 p.		Dupuy Gabriel	2008-09-02	fr	0
19843	Cattan N. (dir.), 2007, <em>Cities and networks in Europe, A critical approach of polycentrism</em>, Montrouge, John Libbey, 207 p.		Dupuy Gabriel	2008-09-09	fr	0
19853	French Geographical Journals facing World War II	France,geographical journal,history of geography,World War II	Beauguitte Laurent	2008-09-16	Fr	1
20043	Claire Delfosse, 2007, <em>La France fromagère </em><em>(1850-1990)</em>, Paris, Editions la Boutique de l'Histoire, coll. « Mondes ruraux contemporains », 270 p.		Chamussy Henri	2008-09-16	fr	0
20143	Une catastrophe dans son contexte : l’ouragan Nargis dans la Baie du Bengale (avril-mai 2008)		Durand-Dastès François	2008-09-22	fr	0
20763	Iratapuru and the Brasil nut: a sustainable experience?	Brazilian Amazon,sustainable development,extractivism,Brazil nut,traditional communities	Greissing Anna,Kohler Florent,Tourneau François-Michel Le,Picanço José Reinaldo Alves	2008-11-17	fr	1
20343	A foresight approach dedicated to a biosphere reserve	Biosphere,interaction,model,reserve,scenario,simulation model	Gourmelon Françoise,Etienne Michel,Rouan Mathias,Kerbiriou Christian,Charles Marie,Bioret Frédéric,Chlous-Ducharme Frédérique,Guermeur Yvon,Levrel Harold	2008-09-25	fr	1
20383	Le bon sens tout près de chez soi : les projets de programme de géographie pour l’enseignement primaire		Roumégous Micheline,Clerc Pascal	2008-10-03	fr	0
20883	Statistics, geography and space knowledge in Germany (1780-1820)	statistics,geography,Germany,state territory,political borders	Garner Guillaume	2008-11-28	Fr	1
21123	The Canadian Geospatial Data Infrastructure and health mapping 	health,mapping,usability,CGDI,data sharing	Gao Sheng,Mioc Darka,Yi Xiaolun,Anton François,Oldfield Eddie,Coleman David J.	2008-12-08	en	1
21333	Economic Appraisal of transport policy and indicators of spatial accessibility: the contribution of GIS	economic appraisal,GIS-T,gravity model,land-use policy,spatial accessibility,Strasbourg,surplus theory,transport policy	Raux Charles,Mercier Aurélie,Ovtracht Nicolas	2008-12-11	fr	1
21883	Geoadvertainment et Geoethics		Pumain Denise	2009-01-14	en	1
21743	Inland barge services and container transport: the case of the ports of Le Havre and Marseille in the European context	container,Europe,inland navigation,intermodal transportation,port,network configuration	Frémont Antoine,Franc Pierre,Slack Brian	2009-02-19	en	1
21733	Géoadvertainment et géoéthique		Pumain Denise	2009-01-14	fr	0
21987	Sustainable developments. Sustainable policies within the EU: looking for a framework	sustainable development,planning,regional policies,European Union,theoretical framework	Mancebo François	2009-02-10	fr	1
21985	Pour un enseignement de la cosmographie en collège et lycée		Guermond Yves	2009-02-09	fr	0
21991	M. Thériault, F. Des Rosiers (dir), 2008, <em>Information géographique et dynamiques urbaines 1 - Analyse et simulation de la mobilité des personnes</em>, Volume du traité IGAT, Lavoisier, 292 p.		Néchet Florent Le,Louail Thomas	2009-02-11	fr	0
21995	Twenty years of land use land cover changes using Spot images serie and spatial metric - The sub-urban Bruche valley (Bas Rhin France)	satellite imagery of Spot,landscape metric,landscape changes,valley of Bruche - Bas-Rhin,France	Skupinski Grzegorz,BinhTran Dong,Weber Christiane	2009-03-12	fr	1
22013	Climate Change and storminess in the Gulf of Lion: a spatio-temporal scale interaction approach	climate change,Gulf of Lion,spatio-temporal scale,storms	Ullmann Albin	2009-03-18	fr	1
22022	Territorial vulnerability: a new approach of risks in urban areas	strategic elements of the territory,urban vulnerability,transmission of vulnerabilities,spatial vulnerability,territorial vulnerability,risks,mapping,Quito	D’Ercole Robert,Metzger Pascale	2009-03-31	fr	1
22043	French Geographers and Colonial Thought: Indochina as described in Charles Robequain and Pierre Gourou theses	Annamite,cartography,colonialism,colonisation,context,culture,discourse,ideology,Indochina,knowledge,Vietnam	Bréelle Dany	2009-03-19	fr	1
22057	Role of the natural pounds in the management of the Sahelian pastoral systems of Ferlo (Senegal).	Ferlo,natural pounds,Sahel,Senegal	Sy Oumar	2009-03-17	fr	1
22090	Changes in daily mobility uses in old age: a longitudinal follow-up of a group of elderly suburbanites	aging,daily mobility,residential mobility,spatial analysis,suburbs	Lord Sébastien,Joerin Florent,Thériault Marius	2009-03-23	fr	1
22065	Conceptual paradoxes of sustainable development and new initiatives of North-South co-operation: the Clean Development Mechanism (CDM)	CDM,climate change,contradictions,environment,greenhouse gases,Kyoto protocol,North-South co-operation,paradoxes,sustainable development	Demaze Moïse Tsayem	2009-03-20	fr	1
22101	Relevancy of road and transportation network vulnerability analysis to assess territorial vulnerability – The case of the Metropolitan District of Quito (Ecuador)	daily mobility,public transportation,network,critical infrastructures,vulnerability,accessibility,risk,Quito	Demoraes Florent	2009-03-31	fr	1
22123	Shrinking Cities in Germany: an emerging research field and a new paradigm for analyzing the evolution of cities?	Eastern Germany,urban decline,urban dynamics,urban policy,shrinking cities	Florentin Daniel,Fol Sylvie,Roth Hélène	2009-03-26	fr	1
22151	Vulnérabilités urbaines dans les pays du Sud. Présentation du dossier	Africa,Bolivia,city,Ecuador,heritage,Peru,risk,strategic elements,territory,urban vulnerability	D’Ercole Robert,Gluski Pauline,Hardy Sébastien,Sierra Alexis	2009-04-06	fr	0
22143	Reclus E., <em>Storia di una montagna</em>, 2008, Verbania, Tararà Edizioni, 2008, 176 p., préface de Mercedes Bresso.		Ferretti Federico	2009-04-01	fr	0
22149	Lamarre D. (dir.), 2008, <em>Climat et risques, changements d’approches</em>, Paris, Lavoisier, 170 p.		Peyrusaubes Daniel	2009-04-02		0
22145	Thureau-Dangin Philippe, Chaumeau Christine, Gauthe Thierry, 2008, <em>L’Atlas des atlas. Le Monde vu d’ailleurs en 200 cartes</em>, Paris, Arthaud, Courrier International.		Laporte Antoine	2009-04-01	fr	0
22147	Salomon Cavin Joëlle, 2005, <em>La ville mal-aimée. Représentations anti-urbaines et aménagement du territoire en Suisse : analyse, comparaisons, évolution</em>, Lausanne, Editions Presses polytechniques et universitaires romandes.		Carrupt Roland	2009-04-02		0
22165	Voting Spaces in Europe. Studying Voter Turnout for the 2004 European Parliament Elections	European election,electoral map,multiscalar analysis,regional typology,European enlargement,NUTS3	Boulineau Emmanuelle,Merchez Luc,Roth Hélène,Delage Aurélie	2009-04-07	fr	1
22419	Use of remote sensing for the study of archeological sites' environment in moderate climate: the Aisne valley	remote sensing	Chartier Michèle,Servain Sylvie	2000-04-25	fr	1
22420	Introducting the Concept of a Cybercartographic Act: The Creation of a Cybercartographic Atlas	antarctic,atlas,cybercartography,Internet,photography	Caquard Sébastien,Pulsifer Peter,Fiset Jean-Pierre,Taylor D. R. Fraser	2007-07-19	fr	1
22275	Contrefaire l’art ou contrefaire la nature : l’analogie artistique pour la restauration écologique	restoration ecology,art,environmental aesthetics	Light Andrew	2009-12-14	en	1
22845	Inhabiting the Digital Planet		Pumain Denise	2009-12-06	en	1
22192	Incorporating space in destination choice models: the case of 4 Flemish cities	Belgium,nested logit,shopping,spatial behaviour,urban	Thomas Isabelle,Verhetsel Ann,Witlox Frank	2009-04-30	fr	1
22221	Decision process and Activity space. An approach linking cognitive routine and occurrence adaptation	activity space,cognitive routine,decision,mobility behaviour,occurrence	Enaux Christophe	2009-04-30	fr	1
22200	Zipf’s law in regional science: old controversies and new developments	Zipf law,rank-size distributions,urban growth,urban hierarchies	Schaffar Alexandra	2009-04-27	Fr	1
22214	Popularising geography in France’s second city: The rôle of the <em>Société de Géographie de Lyon</em>, 1873-1968	colonization,geographical knowledge,history of geography,Lyon	Clout Hugh	2009-04-27	en	1
22229	Vulnerabilities and heritage in African cities: from preservation to marginalization	urban vulnerability,heritage,Africa,urban dynamics,resilience	Ouallet Anne	2009-05-14	fr	1
22232	Espaces à risque et marges : méthodes d’approche des vulnérabilités urbaines à Lima et Quito	accident,geopolitical studies,development stake,epistemology,Lima,deprived area,Quito,risk,stigma,urban vulnerability,territorialisation	Sierra Alexis	2009-05-14	fr	0
22339	Martin de La Soudière, <em>Lignes secondaires</em>, Créaphis, 2008, 125 p.		Rauch André	2009-05-20	fr	0
22260	Taxation and territory in France: the Income tax (IRPP)	tax,income,wage,pension,territory,urbanization,cartography,13/05/2009	Waniez Philippe	2009-05-13	fr	1
22270	The vulnerability of water provision in the agglomeration of La Paz: the case of the El Alto sub-system	Bolivia,city,drinking water,La Paz,urban vulnerability	Hardy Sébastien	2009-05-20	fr	1
22397	A transdisciplinary screening frame for studying the resilience of urban geosystems: Lupasco’s contradictory antagonistic logic and Bolk’s neoteny theory as geographical tools	contradictory antagonism,cybernetics,dissipative structure,enaction,mediance,neoteny,resilience,self-organisation,system	Reymond Henri	2009-04-30	fr	1
22354	The European Spatial Development Perspective (ESDP):a failing application or a problematic elaboration process?	European Spatial Development Perspective (ESDP),spatial planning,spatial development,Europe,European Spatial Planning Observatory Network (ESPON),application	Santamaria Frédéric	2009-05-20	fr	1
22366	Impact of distance on agricultural practices and landscapes organization: case study of dairy farm functioning in Western Europe	dairy system,distance,farm,Galicia,GIS,landscape,Normandy,South England,spatial analysis,spatial organization,territorial organization model	Marie Maxime,Bensaid Abdelkrim,Delahaye Daniel	2009-05-27	fr	1
22388	regions	cellular automata,region,regional inequalities,regional policy	Elissalde Bernard,Langlois Patrice,Goyat Dominique	2009-06-02	en	1
22466	For a geographical approach to board-games	boardgames,inner logic,play space,space,representation	Borzakian Manouk	2009-06-29	fr	1
22474	The audiovisual industry in Andalusia and Spain facing the emergence of new clusters	enterprise policy,growth,market,regional economy,spatial distribution	Vallejo Peña Francisco Alberto	2009-06-29	es	1
22529	Landscape evolution of the Central Macedonia Plain (Greece) : combining the historical geography and the palaeoenvironmental approach	geoarchaeology,historical geography,Greece,Thessaloniki Plain,borehole	Ghilardi Matthieu,Fouache Éric,Syrides George,Styllas Mike,Stiros Stathis,Kozlakidis Zisis	2009-07-02	fr	1
22492	JournalBase - A Comparative International Study of Scientific Journal Databases in the Social Sciences and the Humanities (SSH)	AERES,bibliometry,ERIH,humanities,scientific journals,Scopus,social sciences,WOS	Dassa Michèle,Kosmopoulos Christine	2009-06-25	fr	1
25379	El		Montagne Clémence	2012-07-05	fr	1
22506	“Lucy in the sky”… thinking the space in million year terms	determinism,East Side Story,evolution	Rasse Michel	2009-06-29	fr	1
22543	The results of the european elections in France (2009)		Colange Céline,Bussi Michel,Gosset Jean-Paul	2009-07-02	fr	1
22544	Translating Reclus: Italy as written by Attilio Brunialti	Brunialti,Italy,nationalism,Reclus,universal geography	Ferretti Federico	2009-07-10	fr	1
