"x";"y";"moran";"distance";"entropy";"slope";"rsquaredslope";"pop";"max"
"4437";7501;4901;0.0278935419311368;1.69156908472123;0.896285701491952;-0.578971487482465;0.674606338149725;5416.63;43.72
"4438";7601;4901;0.0302864398867176;0.862333051922252;0.823579925438127;-0.808197511548023;0.942716555177914;10585.86;83.64
"4439";7701;4901;0.0874903966617391;0.334547786403697;0.741661115339049;-1.13399813619707;0.897135764785147;30822.53;161.04
"4440";7801;4901;0.0908432391209336;0.267063163497952;0.718296696958371;-1.27329673927365;0.865639519169841;31218.46;161.04
"4441";7901;4901;0.0376096484149412;0.948255683589342;0.726747952547702;-1.00795119469002;0.898025069410527;10803.23;133.52
"4442";8001;4901;0.0563628647442811;0.428453036726321;0.77045429314208;-0.929779988892684;0.861419447182841;23880.23;153.23
"4443";8101;4901;0.0689587724989446;0.194887483854839;0.785265839781334;-1.08857423098378;0.877539816971619;47537.53;193.88
"4444";8201;4901;0.0711805966554445;0.371582883592049;0.724301891503088;-1.14154709281744;0.887711141999854;28565.53;193.88
"4445";8301;4901;0.0332047157416054;3.63918686010718;0.822764055618596;-0.407811773531212;0.824260078915388;2620.13;45.52
"4446";8401;4901;0.0378724375438476;5.4962524618136;0.822981717666782;-0.307374987807446;0.950978296658813;1672.37;5.8
"4447";8501;4901;0.0383412112387165;2.15410770583211;0.744735073670105;-0.822099344186139;0.837961486069913;4248.51;64.04
"4448";8601;4901;0.0311511516325822;1.43543521940486;0.787787731328793;-0.758222490245487;0.843003286028814;6070.43;79.68
"4449";8701;4901;0.0444107387685042;0.618169454426274;0.74569523084112;-0.923581405608318;0.965201743896733;14684.18;146.52
"4450";8801;4901;0.0491898461040248;0.756834751229048;0.702274123457782;-0.935621659067963;0.954170830522931;12697.37;146.52
"4451";1;5001;NA;NA;NA;NA;NA;NA;NA
"4452";101;5001;NA;NA;NA;NA;NA;NA;NA
"4453";201;5001;NA;NA;NA;NA;NA;NA;NA
"4454";301;5001;0.0461922705501446;0.607885480128571;0.755042511792175;-1.00859026724639;0.84652479920842;14801;72.92
"4455";401;5001;0.0490530266644455;0.226009931474766;0.819159363304916;-1.21044039255389;0.842189626545938;39383.54;88.36
"4456";501;5001;0.0462084719712062;0.200939987695286;0.834862833813222;-1.25849998915217;0.84030850637303;43891.9;95.88
"4457";601;5001;0.0421723303868229;0.372895858235036;0.812724647913924;-1.22104150693864;0.888175239608531;24006.13;95.88
"4458";701;5001;0.0433458604874094;0.537484107826929;0.830126038337119;-0.987811269533639;0.890469177049026;16965.87;87.8
"4459";801;5001;0.0417676860948837;0.695826297220794;0.856980066015599;-0.923646074940815;0.890678971180551;13889.55;70.8
"4460";901;5001;0.0478307334306698;0.521791753057936;0.820255729993306;-1.16721081250882;0.886428094319425;18882.83;80.08
"4461";1001;5001;0.0479516323060178;0.562731800183124;0.840885607810543;-1.06139247311365;0.893005446143841;16907.22;80.08
"4462";1101;5001;0.0601414623035997;0.479488022729236;0.814869718791705;-0.823271766760823;0.801413743722349;17983.47;117.2
"4463";1201;5001;0.0534798761315605;0.405222949429768;0.814387469805364;-0.87149291928838;0.8201516710212;22866.98;117.2
"4464";1301;5001;0.0564164773202217;0.258456065456785;0.802771643569767;-1.15392540864025;0.876765067818316;34758.47;137.96
"4465";1401;5001;0.0525563570947946;0.230319584269149;0.802829671200951;-1.15131298035689;0.886268556137169;40702.98;137.96
"4466";1501;5001;0.0368473499022282;0.339772880510478;0.822972766595117;-1.01085881244515;0.9243712341045;26473.31;116.88
"4467";1601;5001;0.116631293335953;0.0679526823490834;0.774145151275799;-1.68594268603001;0.879821923394591;139415.98;665.68
"4468";1701;5001;0.0926202999002792;0.0486934682518408;0.803884637833513;-1.69011905701923;0.85543405622983;171388.01;665.68
"4469";1801;5001;0.0501139553978841;0.119586951566405;0.823426345645561;-1.38431718502677;0.853706138578653;81630.32;212
"4470";1901;5001;0.0580514619192002;0.124872426125307;0.803103204506466;-1.44481593857949;0.849945652067513;75954.74;212
"4471";2001;5001;0.0693462378886594;0.121434185408566;0.765438128055773;-1.60496692004035;0.838461591773345;76059.52;206.76
"4472";2101;5001;0.0745358586490534;0.161684808538909;0.756062007323177;-1.55345378050668;0.853740604528789;54665.2;171.28
"4473";2201;5001;0.0412331674165852;0.328728934092824;0.796095799039792;-1.25615243659089;0.820569157845275;28314.17;92.04
"4474";2301;5001;0.0369463260929267;0.505850429633701;0.819882195776844;-1.148328231227;0.834684066964767;18644.31;92.04
"4475";2401;5001;0.039083776188028;0.752070524011398;0.842858599491912;-1.10143695638913;0.873953621372162;12896.92;93.88
"4476";2501;5001;0.0423167033528305;0.67121580224076;0.824287891991147;-0.995522995244581;0.819979686678344;14298.43;93.88
"4477";2601;5001;0.0410074239073499;0.694807248465204;0.845505746777355;-0.912112450594347;0.796235838006498;12921.77;80.8
"4478";2701;5001;0.0317116349216411;0.673866171984496;0.838914169008193;-1.04300358750452;0.832704089369468;13370.72;74.76
"4479";2801;5001;0.184685714161307;0.0498857144117056;0.799244722675439;-1.77629487239851;0.784456280817599;187970.61;265.48
"4480";2901;5001;0.14822339451181;0.0289686684988997;0.838241624229567;-1.75335325756556;0.796821450152619;272064.41;265.48
"4481";3001;5001;0.107750737737605;0.0934059753859681;0.770530998091718;-1.58224677238775;0.865106270356151;100457.63;265.48
"4482";3101;5001;0.0601898583340792;0.643669650472693;0.75327211468324;-1.04282493018437;0.89073192573843;12678.07;74.32
"4483";3201;5001;0.0508434763760138;0.780573288085316;0.74540459938691;-1.14130059039492;0.880841764830915;11230.95;74.32
"4484";3301;5001;0.0626567492413505;0.886167914455052;0.763099869284831;-1.09358719883111;0.849303772984419;10005.7;52.12
"4485";3401;5001;0.0647011833884262;0.776417911564845;0.755265175139153;-1.12946009206566;0.875467587017369;11008.72;56.24
"4486";3501;5001;0.0702859406601432;0.886940917186232;0.766806434850667;-1.01732314707765;0.880094824512533;10448.96;56.24
"4487";3601;5001;0.127188864610896;0.219887440263374;0.757593114891322;-1.22949920666077;0.859514897385325;38385.95;97.6
"4488";3701;5001;0.117860564894906;0.19222805165041;0.782268219756853;-1.24797860926639;0.864371094666593;43043;97.6
"4489";3801;5001;0.0362310970359949;0.811197688297506;0.858411654246316;-0.967230574583255;0.843717904372207;11602.69;63.12
"4490";3901;5001;0.0824922224084252;0.422727626178925;0.759659804058997;-1.30943129652341;0.830234314378921;22035.83;105.08
"4491";4001;5001;0.0854301831771533;0.471992163307607;0.73598962117468;-1.36387993515671;0.834460393023394;20345.72;105.08
"4492";4101;5001;0.0438636152783948;1.59612875551156;0.861004462861224;-1.21831569675424;0.784151710385311;5810.64;38.04
"4493";4201;5001;0.0443202723049417;1.58626466855812;0.902471301185396;-1.20617362307739;0.862190296926207;5677.95;38.04
"4494";4301;5001;0.040579666006361;1.61019394485232;0.933397933012811;-0.909874331840653;0.903444506272378;6012.84;48
"4495";4401;5001;0.0391528513196418;1.1920033831399;0.93024879646345;-0.720617950314436;0.869179256143505;7645.41;48
"4496";4501;5001;0.0395732665870707;1.37292785476185;0.964776331402351;-0.516692012183738;0.810723546944135;6800.3;26.28
"4497";4601;5001;0.0351588355154059;1.21342717463383;0.90030654647891;-0.527249604982398;0.675875578861249;7315.05;95.88
"4498";4701;5001;0.035973718151628;1.33326502590789;0.888268258389501;-0.549232533308884;0.716292956486732;6966.85;95.88
"4499";4801;5001;0.0386741381432329;1.42001469183161;0.934383414075005;-0.658663354346811;0.819740622962064;6397.39;36.52
"4500";4901;5001;0.0374206595264586;1.29267205651291;0.918176593170875;-0.804889337636396;0.874176898969649;7234.71;36.52
"4501";5001;5001;0.0607398364386551;0.785798498282803;0.820580161852652;-1.09290184218676;0.889698795353789;11712.86;88.2
"4502";5101;5001;0.0575599719443899;0.681552411545043;0.804539288637407;-1.08209277302634;0.87243708331207;12799.15;88.2
"4503";5201;5001;0.0536170393257122;1.66508790182878;0.838981818261873;-0.959611183917259;0.857386018061854;5594.05;46.44
"4504";5301;5001;0.0304391989513308;2.52539823581317;0.817141439555665;-1.11771101038768;0.880396214063654;3669.4;46.16
"4505";5401;5001;0.0264781735415088;2.14078790357206;0.806474524095692;-0.957419468796839;0.898324182249367;4194.7;50.56
"4506";5501;5001;0.0896989474672154;0.542477781423457;0.733400191583502;-1.26959375980497;0.848535861324609;14132.27;66.52
"4507";5601;5001;0.0920240260785576;0.626463651189249;0.749215581360486;-1.25104070819058;0.845707557648903;14960.96;66.52
"4508";5701;5001;0.0441256331486271;1.23654909801885;0.829930785410968;-0.905926290666542;0.798379400441707;7383.07;39.6
"4509";5801;5001;0.0580031251038901;0.857336236754769;0.795432188966485;-0.859270298284326;0.741560347423697;11265.79;74.88
"4510";5901;5001;0.058128851398818;0.767502331929446;0.833942867920686;-0.722952387335468;0.740095594930969;10924.42;74.88
"4511";6001;5001;0.0266131599158066;1.11524421409946;0.8999177228587;-0.72362886320131;0.846354627545917;8321.06;41.52
"4512";6101;5001;0.0504857893892421;0.749573236126197;0.864571745884496;-0.816743183986204;0.873999403592146;12573.07;44.4
"4513";6201;5001;0.0980181234055811;0.161615363853341;0.780936758029335;-1.16621083915337;0.896922772131336;51385.02;213.24
"4514";6301;5001;0.107207958077866;0.203476512257784;0.760882608493968;-1.12648074996889;0.878055308163292;46679.78;213.24
"4515";6401;5001;0.0293562969444217;1.21534181269729;0.915110590292337;-0.459164213163703;0.775047755639289;7746.02;41.28
"4516";6501;5001;0.035213165868521;1.52345622114295;0.923473967638993;-0.337959672175954;0.672288623124042;6119.72;38.32
"4517";6601;5001;0.0355840387179578;1.18980013007945;0.87773909908312;-0.375508624676797;0.728715942604628;8011.87;89.52
"4518";6701;5001;0.0300873062882696;0.698014397941117;0.852428754125872;-0.622148931894894;0.824707394490126;13283.61;89.52
"4519";6801;5001;0.0902004059050031;0.252514714464395;0.747154901163665;-1.07885493574576;0.862284893226492;40973.13;199
"4520";6901;5001;0.0898755566900437;0.223473187514829;0.76754190020526;-0.953122187027094;0.843729065205549;44333.73;199
"4521";7001;5001;0.0429476248829132;0.601659905141932;0.875240651868756;-0.628981394728657;0.821868522390744;15810.18;77.52
"4522";7101;5001;0.0289300946273336;1.20036447399298;0.937782755767888;-0.512899823805594;0.674058404876313;7856.49;48.73
"4523";7201;5001;0.0458230108844325;1.19469600467286;0.920931723168217;-0.619666244059023;0.810990803046845;7384.2;31.72
"4524";7301;5001;0.0397341003669722;1.19084402867462;0.89117391943867;-0.682326674239334;0.897937936329582;7957.4;39
"4525";7401;5001;0.0360870340671626;1.66853130368192;0.917481359778725;-0.621139008899795;0.932358260914978;5529.83;39
"4526";7501;5001;0.0289475899146398;2.04223251826924;0.905605528864706;-0.532610169349805;0.811988861194535;4738.19;43.72
"4527";7601;5001;0.0342955002547213;1.51461015558369;0.836664666334656;-0.548764029496703;0.765232842794927;6165.2;83.64
"4528";7701;5001;0.0349749682088604;1.75832943602746;0.82260064886824;-0.600876746815493;0.802605793753995;5153.31;83.64
"4529";7801;5001;0.0406446096878132;1.10906122181481;0.752380059118018;-1.08368511998469;0.906397687002245;8010.99;64.12
"4530";7901;5001;0.0412932446283013;1.14543397928105;0.733199340245003;-1.02515312107355;0.884089206635624;8584.85;64.12
"4531";8001;5001;0.0425052221565638;0.692239658097704;0.825759185883702;-0.676943631900385;0.791379034173318;12763.59;72.6
"4532";8101;5001;0.0273730939740044;0.460965650185345;0.864381597504443;-0.723739487626181;0.842182684653368;19320.36;72.6
"4533";8201;5001;0.0301501906070522;0.67624773944098;0.838164611587585;-0.762138706913775;0.859031150859661;13856.44;63.92
"4534";8301;5001;0.0343731951979362;1.60862274869672;0.800712766507526;-0.640401276230635;0.788620049243646;6061;57.2
"4535";8401;5001;0.0307733940431569;3.86054342587132;0.795024109055313;-0.491826298336817;0.831175774856601;2488.77;38.68
"4536";8501;5001;0.0285184188868918;2.1723735517951;0.778368047908691;-0.831291946137398;0.851342758218171;4337.37;46.84
"4537";8601;5001;0.0334252131997621;1.05190235202597;0.800168404971668;-0.622744495526334;0.756654314339655;8223.17;82.28
"4538";8701;5001;0.0508888004052146;0.255691350363939;0.758949904991615;-1.0063470956888;0.894414545166417;35480.4;146.52
"4539";8801;5001;0.0582932041932969;0.291965393681593;0.744853802137762;-1.03894483242601;0.912307036165367;33241.07;146.52
"4540";1;5101;0.0688495358093133;0.154669916218936;0.774114609281329;-1.5109413173521;0.843785292466469;57389.72;194.84
"4541";101;5101;0.0738554343018967;0.204245011436481;0.784696882393261;-1.39641898802061;0.861127013150826;42558.81;133.88
"4542";201;5101;0.0362410177413203;0.566760025441291;0.821159990427912;-1.03948008662977;0.886836176497873;15941.31;110.56
"4543";301;5101;0.0362376181940887;0.462984898712346;0.821089142380561;-1.03210670609534;0.889426331590142;19146.44;72.92
"4544";401;5101;0.0882724195879978;0.209780054027599;0.799467167385729;-1.36265135775741;0.885780697215287;46748.7;119.16
"4545";501;5101;0.0953062698308299;0.227586056762363;0.805870483326695;-1.33192930802875;0.909765397709746;43973.53;119.16
"4546";601;5101;0.0422249473833544;0.468348365126508;0.857140048829186;-1.0464613252258;0.950611788874766;19447.69;87.8
"4547";701;5101;0.0404947264601168;0.487022134546478;0.830974667683596;-1.15262122967601;0.92327004345901;19123.45;133.52
"4548";801;5101;0.0362275832248989;0.568625695068405;0.845475917808741;-1.14758567058299;0.915363722015398;15674.68;133.52
"4549";901;5101;0.0391590850101212;0.516052633020815;0.849032164616777;-1.08815646074212;0.909973156895592;17485.3;71.24
"4550";1001;5101;0.0340543210056918;0.563947181579623;0.870144914663826;-0.954505374697531;0.901689565922993;16377.77;71.24
"4551";1101;5101;0.0509100266206043;0.388563348164049;0.823442494950991;-0.890269478149224;0.869523377809841;23591.85;117.2
"4552";1201;5101;0.0443118292531719;0.318609750469696;0.824828264464516;-0.908051343295478;0.869281795466684;29250.68;117.2
"4553";1301;5101;0.0544417695274472;0.256804934859832;0.80754430378032;-1.0859485146081;0.887654788231905;35924.01;137.96
"4554";1401;5101;0.053193081928008;0.236206403518855;0.806019492780684;-1.07580765473597;0.899940348500217;39367.74;137.96
"4555";1501;5101;0.0373545495468976;0.29457254096889;0.826208138071108;-0.972392017650615;0.901581409179229;30968.29;116.88
"4556";1601;5101;0.10187685852495;0.0657336157036347;0.792770872687076;-1.66688606254226;0.850473777184001;151280.78;266.64
"4557";1701;5101;0.0773113142327625;0.0350020083630588;0.835668990969027;-1.77737586345971;0.791820496545642;259848.75;302.32
"4558";1801;5101;0.0765941431614589;0.041735339284925;0.831045744833907;-1.72472477350989;0.815598660685637;238326.73;354.64
"4559";1901;5101;0.112845909646594;0.0278452026227269;0.831394910503735;-1.8137976249996;0.814246151733946;308267.25;354.64
"4560";2001;5101;0.123433447061536;0.0386798367022596;0.816303511056728;-1.81469362993643;0.793680355390225;253782.55;318
"4561";2101;5101;0.0659632999969322;0.120932740967609;0.782371215457025;-1.60539492742931;0.803998652067132;82826.27;171.28
"4562";2201;5101;0.0518862639815931;0.237309629827566;0.778475900692453;-1.39367935489502;0.826525316162981;35908.89;117.44
"4563";2301;5101;0.0380209977990774;0.455917211690118;0.810818249757964;-1.16617861848442;0.832118518213119;21392.54;116.28
"4564";2401;5101;0.0359850445563126;0.467290500078602;0.830470576961807;-0.900910348660314;0.790250183940197;19070.56;93.88
"4565";2501;5101;0.0393831907013451;0.537088798796338;0.835558154734639;-0.838112526905611;0.758008120415686;17198.3;93.88
"4566";2601;5101;0.0411591363749893;0.750913207376;0.886864796033219;-0.951489979015939;0.837136035023172;11899.98;60.4
"4567";2701;5101;0.0462767406504271;0.599098783206595;0.826920114105399;-1.11750484884878;0.854288474634754;14312.41;74.28
"4568";2801;5101;0.0781098739676497;0.197739930570289;0.765326535329352;-1.32824851365112;0.861840576640248;51240.22;265.48
"4569";2901;5101;0.0697939407040832;0.122439174025017;0.805554219097234;-1.31311430829151;0.866710816090513;73003.6;265.48
"4570";3001;5101;0.0611290127191332;0.26044131152597;0.797120531166434;-1.21453820735878;0.856020636484333;36760.01;88.04
"4571";3101;5101;0.0362227840629061;1.01191258864898;0.791757643659187;-1.05181380824668;0.887485113228626;9483.15;58.4
"4572";3201;5101;0.0587257602080198;0.934150463950151;0.74937341871615;-1.22939423662946;0.855875047148166;10144.03;52.12
"4573";3301;5101;0.0655865781572405;1.02144913814;0.743609045901222;-1.24514070802975;0.840884405529526;9417.34;52.12
"4574";3401;5101;0.071536646079947;0.997190950406399;0.714380416575714;-1.2809921611388;0.845460533428385;9196.64;56.24
"4575";3501;5101;0.0728899145833428;1.120967294078;0.716036671373695;-1.26698864802187;0.865876781190422;9144.86;56.24
"4576";3601;5101;0.134497566714336;0.293198723438094;0.727035262366144;-1.45534774636872;0.836499114018864;34685.33;97.6
"4577";3701;5101;0.11357645749214;0.21045479343173;0.769737019150381;-1.33666243362737;0.830716196142029;44890.4;97.6
"4578";3801;5101;0.0547647730704608;0.42845943006738;0.794117071386332;-1.06645834210676;0.818261122753545;20981.23;84.56
"4579";3901;5101;0.0587360016448684;0.438409882082113;0.797340069927832;-1.15749562357632;0.825209162928763;20329.9;84.56
"4580";4001;5101;0.0689953173580632;0.567903563752413;0.801931071385157;-1.19707270666431;0.830216474374079;16886.49;65.04
"4581";4101;5101;0.044021348102785;1.18122810368942;0.843159766219372;-1.20985916971481;0.720993536716236;7960.17;38.04
"4582";4201;5101;0.0435453566161621;1.61652010630603;0.903534149349869;-1.29581547348983;0.743393821980081;5626.12;38.04
"4583";4301;5101;0.0413632759002557;1.59999467329855;0.928918357709921;-1.08636186613098;0.872039189466897;5755.29;37.64
"4584";4401;5101;0.0401878523700535;1.25370705751577;0.91261163279903;-0.957454553753781;0.877384773830667;7128.78;37.64
"4585";4501;5101;0.0419642356555803;1.59071336753186;0.953693367667431;-0.722642683743333;0.855103951374915;5980.57;29.48
"4586";4601;5101;0.0363825952699099;1.27633717329456;0.899067338360964;-0.523426117334453;0.656572949535595;7154.55;95.88
"4587";4701;5101;0.0363580817162583;1.31986052853821;0.897891123205821;-0.533937869413404;0.683775482732345;7186.96;95.88
"4588";4801;5101;0.0423497326629211;1.62529675937196;0.950173551769373;-0.678808609870644;0.840261913416833;5689.72;26.68
"4589";4901;5101;0.0428656979778931;1.70951572679776;0.948646153861521;-0.67294486083468;0.842192669451723;5708.3;26.68
"4590";5001;5101;0.0308535208755901;1.73929311287545;0.961880008212145;-0.452887503145255;0.730004935710239;5283.38;48.6
"4591";5101;5101;0.0298635030095009;1.7264355775602;0.936639663508184;-0.627637940027692;0.825018159046191;5412.58;48.6
"4592";5201;5101;0.0373274412672438;1.95811473972355;0.935765523818117;-0.595763893779018;0.877496924525188;4693.84;27.52
"4593";5301;5101;0.0888548938803218;2.83630167955875;0.936083627452141;-0.364288425897231;0.777633870579642;3246.89;8.04
"4594";5401;5101;0.041970039586492;1.89377046511001;0.853211624628189;-0.722805040432003;0.887344316370185;4810.28;50.56
"4595";5501;5101;0.0924671917942864;0.618569169611426;0.74756145936161;-1.23679091605869;0.857114398916423;15386.44;66.52
"4596";5601;5101;0.0916283508712468;0.675336568795118;0.75387651341949;-1.33287990597864;0.83742210709012;15986.18;70.8
"4597";5701;5101;0.0474524147838431;0.622991655864473;0.812610232354047;-0.964323079300658;0.855655655463071;13719.43;70.8
"4598";5801;5101;0.0459584988552564;0.664817077814594;0.806985870435514;-0.977682964590462;0.836988159924999;14608.24;74.88
"4599";5901;5101;0.0445561134865802;1.1702524738174;0.839849307082282;-0.889790838443807;0.831155960105225;8093.39;74.88
"4600";6001;5101;0.0330278109307312;1.47903975767926;0.869850727108491;-0.796224062685441;0.8750599222786;6043.95;43.6
"4601";6101;5101;0.0507320308733174;0.808723893601264;0.844626062827566;-0.851461269909655;0.882499325930486;11760.31;44.4
"4602";6201;5101;0.0993762929277164;0.169841593175592;0.773399100705078;-1.18346613842515;0.891282488950904;50092.42;213.24
"4603";6301;5101;0.108327332099524;0.213941582954226;0.753656801249142;-1.12867875893298;0.863980676468866;45537.49;213.24
"4604";6401;5101;0.0285668165555144;1.24391709376699;0.899919950186103;-0.429338661244553;0.764131128019837;7460.83;41.28
"4605";6501;5101;0.0298065645589381;1.35262656160454;0.880625762663055;-0.470347523699856;0.742766645780234;6684.43;56.88
"4606";6601;5101;0.0249098665747145;1.27736470010373;0.888201775446913;-0.439519436720123;0.747264278489399;7192.08;61.08
"4607";6701;5101;0.0276163273222032;1.00595192085332;0.870913207661317;-0.489781293089959;0.768184959242585;9426.55;78.52
"4608";6801;5101;0.0983814932533463;0.162771278999791;0.750350275813187;-1.12922304051241;0.855763121540338;52078.81;199
"4609";6901;5101;0.0940502720662851;0.142123033636155;0.7736252356154;-1.04153452591514;0.851032330426946;56643.77;199
"4610";7001;5101;0.0453164513605655;0.65500205293879;0.878616525814291;-0.585209289434157;0.819204150975366;14140.97;77.52
"4611";7101;5101;0.0289334791862738;1.28258884995268;0.953368272982833;-0.395404191756451;0.673686895419314;7264.47;39.36
"4612";7201;5101;0.0523066663964488;1.32628679180421;0.934087335972949;-0.424481867805409;0.70582550408258;6844.07;29.56
"4613";7301;5101;0.0502018415752954;1.55043944256418;0.912009566008665;-0.517066025678127;0.83600961373342;6211.27;29.68
"4614";7401;5101;0.0332369307970161;1.82763495284668;0.928513416300242;-0.59393112416992;0.943661377575082;5116.41;29.68
"4615";7501;5101;0.0442209946533868;1.43778762107443;0.850011786161923;-0.677957884660076;0.845988785450274;6680.57;67.16
"4616";7601;5101;0.0445218401432132;1.56148512859974;0.818970580676901;-0.559227686712311;0.740102593457167;5441.06;67.16
"4617";7701;5101;0.0227401210084095;3.00865485956967;0.846583718357898;-0.663269858882018;0.887611744953164;2982.56;39.44
"4618";7801;5101;0.0366107038500879;1.1869906020555;0.727450692284332;-1.03105827009764;0.9351920375414;7469.85;83.72
"4619";7901;5101;0.040208373583052;1.33351787906246;0.73115607220932;-0.824223284510973;0.904565052620605;7165.11;83.72
"4620";8001;5101;0.0465416856784952;0.82416090761349;0.842686644023739;-0.542782247214239;0.750560128109815;11085.69;54.76
"4621";8101;5101;0.0552429619580376;0.342793839857749;0.837026426245119;-0.753074585471979;0.823682339251327;25716.82;98.28
"4622";8201;5101;0.0603208882008078;0.397245915246904;0.812947305666453;-0.813749216978545;0.831824405732115;22187.71;98.28
"4623";8301;5101;0.0317190356699718;1.18928793085918;0.823033148907184;-0.605880514588475;0.718684361964652;8016.64;57.2
"4624";8401;5101;0.030593458926364;2.5716606832242;0.803075370828131;-0.498425783768685;0.763599236547138;3532.15;47.88
"4625";8501;5101;0.0266763274048273;1.88153899744665;0.798599454979549;-0.661631083898343;0.906102154279646;4892.84;52
"4626";8601;5101;0.0767480358404787;0.233612511721319;0.718056524013746;-1.12359699538705;0.848954539136177;44815.43;342.92
"4627";8701;5101;0.121298747032659;0.0580056740073963;0.789096101064124;-1.40537426812115;0.867424218653287;159869.22;342.92
"4628";8801;5101;0.121619282736874;0.0777007798025155;0.779420945453242;-1.34296001477973;0.888064169480537;133484.98;342.92
"4629";1;5201;0.0507320703801419;0.334527579779084;0.802367180838705;-1.12743303563307;0.925780003483383;27950.79;194.84
"4630";101;5201;0.0380222317222731;0.39975942848353;0.850726059018875;-1.03908457105623;0.899959327502711;22500.95;133.88
"4631";201;5201;0.0337299367590453;0.6441700006934;0.872699372881868;-1.00852520550767;0.891218383695721;14980.12;63.52
"4632";301;5201;0.0292791229461797;0.645249121387031;0.86621907859117;-1.06497717259225;0.891405109864035;14271.68;63.52
"4633";401;5201;0.101431730871433;0.190881753477028;0.78767305597815;-1.36362733533936;0.894980362256158;43214.2;119.16
"4634";501;5201;0.0994530028012301;0.187935110944855;0.799760963864422;-1.27962205550033;0.913465776609052;46216.97;119.16
"4635";601;5201;0.0382833237481227;0.504266498214509;0.867357809485456;-1.01121244913893;0.934368305068178;18303.45;60.12
"4636";701;5201;0.0351695795238574;0.670777569233002;0.861295341293858;-1.10447758036361;0.918042712602533;14458.21;133.52
"4637";801;5201;0.0347750523794086;0.655225418206042;0.857928734625401;-1.09131489858259;0.933701805300251;14349.12;133.52
"4638";901;5201;0.0377946600405906;0.507655058918273;0.840408854630844;-1.04910488960979;0.943460373901978;17931.3;130.76
"4639";1001;5201;0.0313473022711505;0.460888720994771;0.84582830729813;-0.957446664345132;0.924236758871625;19683.39;130.76
"4640";1101;5201;0.062399955044476;0.278290029333649;0.778300888583103;-1.04855650532453;0.900195271003224;37359.67;204.08
"4641";1201;5201;0.111924735995065;0.12207493830066;0.76509444079578;-1.27515363768669;0.897558283714069;76109.98;330.48
"4642";1301;5201;0.100318900547157;0.178574419887254;0.767001249981962;-1.19206280325528;0.894070010237851;60659.17;330.48
"4643";1401;5201;0.0453905978070303;0.288044789387382;0.823085092623768;-0.923266691572313;0.910769092648126;33041.57;175.62
"4644";1501;5201;0.0431470243794702;0.258914458174766;0.819836629167478;-0.998710090761847;0.905074890621614;37400.28;175.62
"4645";1601;5201;0.150121109306086;0.0284565156261724;0.839006724553399;-1.8638674356801;0.762550591493193;325406.4;266.64
"4646";1701;5201;0.0813770063384647;0.0156472628267771;0.884519369302243;-1.77190865778068;0.636766173739982;580276.37;302.32
"4647";1801;5201;0.115021546775523;0.0140397821352665;0.884389372614285;-1.78429251676688;0.630759086910041;670135.42;616.36
"4648";1901;5201;0.105480007933855;0.0126548797346984;0.880814297876413;-1.83148150076308;0.659511220243834;719318.89;620.72
"4649";2001;5201;0.104157217752129;0.0221762765427271;0.840619718471162;-1.90490475855073;0.772933224720404;438574.55;620.72
"4650";2101;5201;0.0855861039937225;0.0572159095938987;0.810949066357498;-1.698639420031;0.804356643614597;167936.98;551.2
"4651";2201;5201;0.0544863709550516;0.124615183121736;0.802770951141182;-1.497800389826;0.816405613681577;73037;191.28
"4652";2301;5201;0.0775925109675269;0.160360201888706;0.782658423138083;-1.32131131877159;0.841216275642672;53353.45;134.76
"4653";2401;5201;0.0937109271735846;0.231675285655408;0.772683559752742;-1.12323440609458;0.796978591094394;39963.54;134.76
"4654";2501;5201;0.0387496066743661;0.703420098468734;0.875463384930035;-0.890858788318163;0.82307207424416;12875.22;67.8
"4655";2601;5201;0.0695563960676416;0.39625519116909;0.783175696539827;-1.29962979443813;0.90362727909163;22240.11;146.68
"4656";2701;5201;0.0667246889894649;0.374413863091498;0.764162370444079;-1.31776754078011;0.888642258128535;26627.91;146.68
"4657";2801;5201;0.0465099491899267;0.552200453646611;0.778896657351243;-1.03631487463391;0.833720459734636;18141.91;81.08
"4658";2901;5201;0.0609191825325833;0.29807444573676;0.789801385346467;-1.09586292614225;0.841472657750028;30137.12;81.64
"4659";3001;5201;0.0581704926680675;0.30238105098893;0.793455300126741;-1.12904312593044;0.85054613103121;29420.32;81.64
"4660";3101;5201;0.0372670322919977;0.796403717355721;0.802836218909064;-0.944502070778544;0.877268843229242;12093.6;79.92
"4661";3201;5201;0.0291724122861408;1.65324137643688;0.824561375137888;-1.07421909894723;0.820208258771593;5750.26;36.04
"4662";3301;5201;0.0304394426293728;2.09115452711881;0.807396847731564;-1.04323141589974;0.796647441594279;4558.25;36.04
"4663";3401;5201;0.0408346623080003;3.12766294410323;0.788601815798413;-0.932478705780807;0.792265194603537;3063.99;27.12
"4664";3501;5201;0.037320510365121;2.75427837862524;0.766726857875897;-1.06896497691944;0.758770948400823;3496.81;32.56
"4665";3601;5201;0.0279895457118366;1.55182134123745;0.803134306553073;-0.819414457362536;0.828822324118497;6210.31;57.64
"4666";3701;5201;0.0695599341649583;0.324620005338632;0.766122785426207;-1.12341202934997;0.825614205059539;31161.46;145.08
"4667";3801;5201;0.126310085183056;0.0814528469536536;0.797103202650361;-1.54047767426878;0.821380602052509;105431.49;145.08
